0.38552,1,2.5939,175,0.985177714,
0.38552,1,2.5939,194,0.986629381,
0.10704,3,28.026,334,0.91608982,
0.38552,1,2.5939,124,0.979081452,
0.052869,2,37.83,114,0.668157895,
0.38552,1,2.5939,88,0.970523864,
0.082061,2,24.372,1389,0.982453564,
0.38552,1,2.5939,72,0.963973611,
0.38552,1,2.5939,55,0.952838182,
0.38552,1,2.5939,67,0.961285075,
0.38552,1,2.5939,56,0.953680357,
0.38552,1,2.5939,610,0.995747705,
0.38552,1,2.5939,102,0.974569608,
0.12641,3,23.732,77,0.691792208,
0.10704,4,37.368,63,0.406857143,
0.065789,3,45.6,51,0.105882353,
0.38552,1,2.5939,287,0.990962021,
0.53077,2,3.7681,100,0.962319,
0.38552,1,2.5939,61,0.957477049,
0.38552,1,2.5939,80,0.96757625,
0.10336,4,38.698,86,0.550023256,
0.10336,4,38.698,140,0.723585714,
0.38552,1,2.5939,188,0.98620266,
0.065789,4,60.8,103,0.409708738,
0.059607,3,50.33,223,0.774304933,
0.38552,1,2.5939,54,0.951964815,
0.53077,4,7.5363,148,0.949079054,
0.38552,1,2.5939,872,0.997025344,
0.10336,3,29.024,57,0.490807018,
0.38552,1,2.5939,53,0.951058491,
0.38552,1,2.5939,56,0.953680357,
0.09664,2,20.695,124,0.833104839,
0.10704,3,28.026,148,0.810635135,
0.052869,2,37.83,82,0.538658537,
0.38552,1,2.5939,114,0.977246491,
0.052869,2,37.83,113,0.665221239,
0.14393,3,20.844,66,0.684181818,
0.10336,4,38.698,100,0.61302,
0.10797,4,37.047,546,0.932148352,
0.38552,1,2.5939,119,0.978202521,
0.38552,1,2.5939,72,0.963973611,
0.10704,4,37.368,133,0.719037594,
0.043246,3,69.37,148,0.531283784,
0.063158,4,63.333,104,0.391028846,
0.38552,1,2.5939,792,0.996724874,
0.38552,1,2.5939,64,0.959470313,
0.10704,2,18.684,109,0.828587156,
0.21134,2,9.4636,56,0.831007143,
0.082061,2,24.372,99,0.753818182,
0.38552,1,2.5939,105,0.97529619,
0.24408,3,12.291,234,0.947474359,
0.10336,4,38.698,58,0.332793103,
0.10336,4,38.698,184,0.789684783,
0.10704,3,28.026,89,0.685101124,
0.38552,1,2.5939,180,0.985589444,
0.24408,2,8.1941,86,0.904719767,
0.065789,3,45.6,84,0.457142857,
0.082061,2,24.372,305,0.920091803,
0.11033,4,36.254,189,0.808179894,
0.38552,1,2.5939,52,0.950117308,
0.38552,1,2.5939,66,0.960698485,
0.53077,2,3.7681,59,0.936133898,
0.38552,1,2.5939,58,0.955277586,
0.065789,3,45.6,60,0.24,
0.38552,1,2.5939,75,0.965414667,
0.38552,1,2.5939,61,0.957477049,
0.10797,3,27.785,321,0.913442368,
0.065789,3,45.6,80,0.43,
